name1,name2,street1,street2,city,state,zip,phone,intake1,intake2,intake1a,intake2a,service_code_info
Wellspan Philhaven,Edgar Square,1101 Edgar Street,Suite A,York,PA,17403,717-851-1500,,,,,SA SUMH * OP OIT OMB ORT * BU NU * INPE * NAUT * BUM UB UN RPN MOA * DSF BWN BERI NXN VTRL LFXD CLND MMD NRT NSC * BIA CBT MOTI RELP SACA TELE TRC * PVTN * STAG * MC MD PI SF SI * CMHA CSAA MHPA STU SSA SMHD PIEC * BABA * ACC DP NOE OFD * AOSS RC * TGD TOD * SAE TCC ICO GCO FCO MCO * SMON * YAD ADLT * FEM MALE * DU * SP * VAPN * CM MHS SPS
White Deer Run,,1600 Mount Zion Road,,York,PA,17402,717-893-5339,800-797-6237,,,,SA DT * RES RD RS * BU NU * PMAT * AUINPE * BUM UB UN * BWN BWON NXN VTRL CLND MMD NRT NSC * ANG BIA CBT CMI MOTI RELP SACA TRC TWFA * PVTP * STAG STMH CARF SOTP DEA * MD MI PI SF SI * MN CJ CO TRMA * CMHA CSAA MHPA STU SSA SMHD * BABA DAUT STDT TBS MST HCT * ACC DP NOE OFD * SHG HS AOSS * ADTX BDTX ODTX MDET * HEOH SAE TCC ICO GCO FCO MCO * SMOP * YAD ADLT SNR * MALE * SP * VAPN * CM MHS SSD
White Deer Run,York,106 Davies Drive,,York,PA,17402,717-840-2308,800-797-6237,,,,SA DT SUMH * RES RD RL RS * BU NU * ACMA PMAT * AUINPE * DB BUM OTP UB UN RPN DLC MWS * BSDM BWN BWON BERI NXN VTRL CLND MMD NRT NSC * CBT MOTI RELP SACA TRC TWFA * PVTP * STAG STMH CARF SOTP DEA * MD MI PI SF SI * TAY WN CJ CO DV TRMA * CMHA CSAA MHPA STU SSA SMHD * BABA DAUT HIVT STDT TBS HBT HCT * ACC DP NOE OFD * SHG HS AOSS PEER * TGD * ADTX BDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO * SMPD * YAD ADLT SNR * FEM * AH * VAPN * CM MHS SSD TA
APS Clinics of Puerto Rico,Aguadilla,Carr 107 Km 2.3 Bo Borinquen,Plaza del Mar,Aguadilla,PR,00603,787-641-0773,,,,,SA SUMH * OP ODT OIT OMB ORT * BU * INPE RPE PC * NAUT * BUM UB MOA * BWN BWON CLND MMD * ANG BIA RELP SACA TELE * PVTP * STAG STMH STDH COA SOTP DEA * MD PI SF * AD TAY WN MN SE GL MF CJ CO XA DV TRMA * CMHA CSAA MHPA STU SSA SMHD * DAUT * ACC DP NOE OFD * HS AOSS PEER EMP * HEOH SAE TCC ICO GCO FCO MCO * SMOP * ADLT SNR * FEM MALE * AH SP * VAPP * CM MHS SSD TA SPS
Clinica Tratamiento Integral Asistido,Aguadilla ASSMCA,Anexo Hospital Buen Samaritano,Asistido Con Medicamento de Aguadilla,Aguadilla,PR,00605,787-891-2360,,,,,SA * OP OMB ORT * MU * NAUT * OTP MM MWS * METH * ANG BIA CBT MOTI RELP SACA * STG * STAG STMH STDH CARF SOTP DEA * FSA NP * WN MN * CMHA CSAA OPC MHPA SSA SMHD PIEC * DAUT HIVT TBS MST HBT HCT * DP NOE OFD * SHG HS AOSS PEER EMP * HAEC TAEC HEOH SAE ICO GCO FCO * SMPD * YAD ADLT * FEM MALE * OUDO * SP * VPPD * CM EIH SSD IPC SPS
Hogar Crea Aguadilla,,Carretera 2 Interior 110 Km 118.1,Barrio Ceiba Baja,Aguadilla,PR,00603,787-600-1978,,,,,SA SUMH * RES RL * PMAT * AUPC * NMOA * MHIV * CBT CMI RELP SACA * PVTN * STAG STMH STDH * FSA NP * PA * MN * CMHA CSAA ISC OPC MHPA SSA PIEC * DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO VOC * HAV HBV * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM EIH SSD TA IPC SPS
Centro de Salud Conductual,Menonita CIMA,Calle Sgto Gerardo Santiago,"Carretera 14, 15 Interior",Aibonito,PR,00705,787-714-2462 x2970,,,,,SA DT SUMH * HI HID HIT * PSYH * BU * NMAUT * BUM UB MWS * BWN CLND MMD NRT * ANG BIA CBT MOTI RELP SACA TRC TWFA * PVTN * STAG STMH STDH HLA JC * MC MD MI PI SF * TAY WN PW MN SE GL VET ADM MF CO COPSU HV XA DV TRMA * CMHA CSAA ISC MHPA STU SSA SMHD PIEC * DAUT HIVT MST HBT HCT * DP NOE OFD * SHG HS * ADTX BDTX CDTX MDTX ODTX MDET * HEOH SAE TCC ICO GCO FCO MCO * SMON * YAD ADLT * FEM MALE * AH SP * VAPN * CM DVFP MHS SSD IPC SPS
Clinica Ambulatoria Aibonito,,51 Calle Sargento Gerardo Santiago,Carretera 14 interior,Aibonito,PR,00705,787-714-2462 x3002,,,,,SA SUMH * OP OMB ORT * PSYH * BU NU * PMAT * AUPC * BUM UB MWS * BWN NXN MMD * ANG BIA CBT CMI MOTI MXM RELP SACA TELE * PVTN * STAG STMH STDH * FSA MC MD MI PI SF SAMF * PA * AD TAY WN PW MN SE GL CO HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * DAUT * ACC DP NOE * SHG HS AOSS PEER EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * CHLD ADLT * FEM MALE * AH SP * VAPN * CM MHS SSD TA IPC SPS
Hospitalizacion Parcial Aibonito,,Calle Sgto Gerardo Santiago,"Carretera 15 Interior, Interseccion 55",Aibonito,PR,00705,787-714-2462 x3001,,,,,SA SUMH * OP ODT OIT * PSYH * INPE RPE PC * NMAUT ACMA * AUINPE AURPE AUPC * MOA * ANG CBT MOTI RELP SACA TELE TRC * PVTN * STAG STMH STDH HLA * FSA MC PI SF * CMHA CSAA ISC MHPA STU SSA SMHD PIEC * DAUT MST * DP NOE OFD * HEOH SAE TCC ICO GCO FCO MCO * SMON * YAD ADLT * FEM MALE * AH SP * VAPN * CM DVFP MHS SSD IPC SPS
Hogar Crea Arecibo Adultos,,Carretera 129 Km 2.6,Barrio Hato Abajo,Arecibo,PR,00612,787-878-5053,,,,,SA SUMH * HI RES HIT RL RS * PMAT * AUPC * NMOA * MHIV * CBT CMI RELP SACA * PVTN * STAG STMH STDH * FSA NP * PA * MN * CSAA ISC OPC MHPA SSA PIEC * DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO VOC * HAV HBV * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM DVFP EIH MHS SSD TA IPC SPS
Proyecto Oasis de Amor Inc,Trat Residencial Varones Adultos,Calle 33 ZF-15,Urbanizacion Riverview,Bayamon,PR,00961,787-780-5511,,,,,SA DT HH * HI RES HID HIT RD RL * NMAUT * NOOP * MOTI SACA * PVTN * STAG STMH STDH HLA JC * FSA NP * PA * TAY MN SE CJ HV * SSA * DAUT * HS AOSS * ADTX BDTX CDTX MDTX ODTX MDET * HAEC HEOH SAE ICO GCO * SMPD * YAD ADLT SNR * MALE * SP * VPPD * CM TA
Servicio de Tratamiento Residencial,Adolescentes/Sustancias (SeRA),Carretera 2 Km 8.2,Barrio Juan Sanchez,Bayamon,PR,00959,787-763-7575 x1523,787-763-7575 x1511,,,,SA SUMH * RES RL * NMAUT * NMOA * CLND MMD NSC * ANG CBT CMI MOTI MXM RELP SACA TELE TRC * STG * STAG STMH STDH * FSA SAMF * PA * AD CO TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT * DP OFD * RC EMP * HEOH SAE TCC ICO GCO FCO VOC * SMON * CHLD * FEM MALE * SP * VAPN * DVFP MHS SSD IPC SPS
Hospital Metropolitano Psiquiatrico,Cabo Rojo,108 Calle Munoz Rivera,,Cabo Rojo,PR,00623,787-851-2025 x228,,,,,SA DT SUMH * HI HID HIT * PSYH * NAUT * NOOP * CLND MMD NRT NSC * CBT SACA * PVTP * STAG STMH STDH HLA JC * MC MD MI PI SF SI * AD TAY WN MN SE GL VET ADM MF CO COPSU HV XA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * BABA DAUT HIVT STDT TBS HBT HCT * ACC DP * SHG * TOD * ADTX BDTX CDTX MDTX ODTX * HEOH SAE TCC ICO GCO FCO * SMON * CHLD ADLT * FEM MALE * AH SP * VAPN * CM MHS
Clinica Ambulatoria CIMA Caguas,,230 Ave Jose Gautier Benitez,,Caguas,PR,00725,787-296-9776,,,,,SA SUMH * OP OMB ORT * PSYH * BU NU * PMAT * AUPC * BUM UB MWS * BWN NXN MMD * ANG BIA CBT CMI MOTI MXM RELP SACA TELE * PVTN * STAG STMH STDH * FSA MC MD MI PI SF SAMF * PA * AD TAY WN PW MN SE GL CO HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * DAUT * ACC DP NOE * SHG HS AOSS PEER EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * CHLD ADLT * FEM MALE * AH SP * VAPN * CM MHS SSD TA IPC SPS
Clinica Integral Tx Metadona,Caguas ASSMCA,Carretera 796 Km 7.6 Sector La 25,Bo Bairoa,Caguas,PR,00725,787-745-0410,787-745-0410 x211,787-745-0410 x213,,,SA * OP OMB * MU * NAUT * OTP MM * METH * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * STG * STAG STMH STDH CARF SOTP DEA * FSA NP * PA * TAY WN PW MN SE GL VET CO HV DV TRMA * CMHA CSAA OPC STU SSA SMHD PIEC * DAOF HIVT TBS * DP OFD * HS AOSS EMP * TGD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * YAD ADLT * FEM MALE * OUDO * SP * VAPN * CM DVFP MHS SSD
Hogar Crea,Tito Rene Vieta/Caguas,Barrio Bairoa La 25 Carretera 796 Km 6,,Caguas,PR,00725,787-743-6660,787-734-8303,787-734-1761,,,SA * RES RL * BU * NAUT * BUM UB * BWON * ANG BIA CBT MOTI RELP SACA TRC * PVTN * STAG STMH STDH * FSA NP * PA * TAY MN SE VET MF CJ HV DV TRMA * CMHA CSAA OPC MHPA SSA PIEC * DAUT HIVT TBS * ACC DP NOE OFD * HS AOSS RC PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM DVFP EIH SSD TA IPC SPS
INSPIRA Behavioral Care Corp,Caguas,Consolidated Mall Local B-5,Avenida Jose Gautier Benitez,Caguas,PR,00725,787-704-0705,,,,,SA SUMH * OP ODT OMB ORT * BU * NMAUT * BUM UB * BWON MMD * ANG BIA CBT MOTI MXM RELP SACA TELE * PVTP * STAG STMH JC DEA * MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CJ CO HV XA DV TRMA * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAOF DAUT * ACC DP NOE OFD * TOD * SAE ICO GCO FCO MCO * SMOP * CHLD ADLT * FEM MALE * AH SP * VAPP * CM DVFP MHS SSD IPC SPS
Clinica Tratamiento Integral Asistido,Medicamentos Cayey/ASSMCA,Calle Jose de Diego,392 Oeste,Cayey,PR,00736,787-263-2373,,,,,SA * OP OMB ORT * MU * NAUT * OTP MM * METH * BIA CBT MOTI RELP SACA * STG * STAG STMH STDH CARF SOTP DEA * FSA NP * PA * TAY WN MN SE CO HV * CSAA OPC SSA PIEC * DAOF DAUT HIVT STDT TBS * DP NOE OFD * HS AOSS EMP * HAEC TAEC HEOH SAE ICO GCO FCO * SMON * YAD ADLT * FEM MALE * OUDO * SP * VAPN * CM DVFP EIH SSD
First Hospital Panamericano,,Carretera 787 Km 1.5,,Cidra,PR,00739,787-739-5555 x436,787-739-5555 x445,787-739-8075 x401,,,SA DT SUMH * HI HID HIT * PSYH * BU NU * PC * NMAUT * UN MOA DLC * ACM DSF BWN NXN MHIV CLND MMD NRT * ANG BIA CBT RELP SACA TWFA * PVTP * STAG STMH STDH HLA JC DEA * MC MD MI PI SF SI * AD TAY WN PW MN SE GL VET ADM MF CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD * DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS PEER * TGD TOD * ADTX BDTX CDTX MDTX ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMON * CHLD ADLT * FEM MALE * AH SP * VAPN * CM DVFP MHS SSD SPS
Hogar Crea Fajardo,,Calle 4 Final Barriada Jerusalen,,Fajardo,PR,00738,787-863-2766,787-734-8303,,,,SA * RES RL * BU * NAUT * BUM UB * BWON * ANG BIA CBT CMI MOTI RELP SACA TRC * PVTN * STAG STMH STDH * FSA NP * TAY MN SE VET MF CJ HV DV TRMA * CMHA CSAA OPC MHPA SSA PIEC * DAUT HIVT TBS * ACC DP NOE OFD * HS AOSS RC PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM DVFP EIH SSD TA IPC SPS
Tratamiento Ambulatorio Adultos,Drug Court Fajardo,148 Ave Osvaldo Molina Carr 194,"Suite 4, Esquina General Valero",Fajardo,PR,00738,787-860-1987 x202,,,,,SA SUMH * OP ODT OIT ORT * NU * INPE * NAUT * RPN MOA * NXN * ANG BIA CBT CMI MOTI RELP SACA TELE TRC * STG * STAG STMH STDH JC * FSA NP * TAY WN PW MN SE GL VET CJ CO * CMHA CSAA STU SSA SMHD PIEC * DAUT * DP NOE * HS AOSS PEER * TGD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO * SMON * YAD ADLT * FEM MALE * AH SP * VAPN * CM DVFP EIH MHS SSD IPC SPS
Hogar Crea Arecibo Damas,,Carretera 682 Km 5.9,Bo Garrochales Sector San Luis,Garrochales,PR,00652,787-873-7006,,,,,SA * HI RES HIT RL RS * PMAT * AUPC * NMOA * MHIV * CBT CMI RELP SACA * PVTN * STAG STMH STDH * FSA NP * PA * WN * CSAA OPC MHPA SSA PIEC * DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO VOC * HAV HBV * SMPD * YAD ADLT SNR * FEM * SP * VAPN * CM DVFP EIH SSD TA IPC SPS
Hogar Crea Guanica,,Carretera Ochoa Km 1.9 Bda Esperanza,,Guanica,PR,00653,787-624-4056,,,,,SA HH * HI RES HIT RL RS * PMAT * AUPC * NMOA * MHIV * CBT CMI RELP SACA * PVTN * STAG STMH STDH HFAP * FSA NP * PA * MN * CMHA CSAA ISC OPC MHPA SSA PIEC * DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO VOC * HAV HBV * SMPD * YAD ADLT SNR * MALE * DU * SP * VAPN * ACU CM DVFP EIH MHS SSD TA IPC SPS
Hogar de Ayuda El Refugio Inc,,Avenida Ponce de Leon,Esquina Santa Rosa de Lima 17-A,Guaynabo,PR,00965,787-792-1117,,,,,SA DT * HI RES HID HIT RD RL RS * BU * NAUT * BWN * ANG MOTI RELP SACA * PVTN * STAG * FSA MC MD MI PI SI * PA * WN PW SE GL CJ CO HV * CSAA OPC MHPA SSA * DAUT * ACC DP OFD * HS AOSS EMP * TOD * BDTX CDTX MDTX ODTX MDET * HAEC SAE ICO GCO FCO MCO VOC * SMPD * ADLT SNR * FEM * SP * VAPN * BC CM CCC DVFP EIH TA
Hogar Dios Es Nuestro Refugio Inc,,Carr 833 Km 3.0 Barrio Guaraguo,,Guaynabo,PR,00970,787-239-9880,787-731-0756,,,,SA HH * RES RL * BU * RPE * NMAUT * BUM MOA * BWN BWON * ANG MOTI SACA TRC * PVTN * STAG STMH STDH SOTP * NP * PA * TAY MN VET CJ CO * CSAA OPC SSA * DAUT * NOE * HS AOSS PEER EMP * SAE ICO GCO MCO * SMPD * YAD ADLT SNR * MALE * SP * VPPD * CM TA
Hogar Crea Gurabo,,Carretera 931 Km 4.6 Int,Barrio Navarro,Gurabo,PR,00778,787-903-4468,,,,,SA * RES RL * BU * NAUT * BUM UB * BWON * ANG BIA CBT CMI MOTI RELP SACA TRC * PVTN * STAG STMH STDH * FSA NP * PA * TAY MN SE VET MF CJ HV DV TRMA * CMHA CSAA OPC MHPA SSA PIEC * DAUT HIVT TBS * ACC DP NOE OFD * HS AOSS RC PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM DVFP EIH SSD TA IPC SPS
Hogar Crea Humacao,,Carretera 908 Km 2 Hm 7,Barrio Tejas,Humacao,PR,00792,787-852-0144,787-734-8303,787-734-1767,,,SA * RES RL * BU * NAUT * BUM UB * BWON * ANG BIA CMI MOTI RELP SACA TRC * PVTN * STAG STMH STDH * FSA NP * PA * TAY MN SE VET MF CJ HV DV TRMA * CMHA CSAA OPC MHPA SSA PIEC * DAUT HIVT TBS * ACC DP NOE OFD * HS AOSS RC PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM DVFP EIH SSD TA IPC SPS
Hogar Crea Isabela Adolescentes,,Avenida Estacion Carretera 447 Km 3.2,Barrio Bejucos,Isabela,PR,00662,787-872-5274,,,,,SA SUMH * HI RES HIT RL * PMAT * AUPC * NMOA * MHIV * CBT CMI RELP SACA * PVTN * STAG STMH STDH * FSA NP * PA * MN * ISC OPC MHPA SSA PIEC * DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO VOC * HAV HBV * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM EIH MHS SSD TA IPC SPS
Hogar Crea,Hector L Figueroa/Juncos,Carretera 185 Km 20.0 Interior,Bo Gurabo Abajo Sector Las Pinas,Juncos,PR,00777,787-449-7597,,,,,SA * RES RL * BU * NAUT * BUM UB * BWON BERI * ANG BIA CBT CMI MOTI RELP SACA TRC * PVTN * STAG STMH STDH * FSA NP * PA * TAY MN SE GL VET MF CJ HV DV TRMA * CMHA CSAA OPC MHPA SSA PIEC * DAUT HIVT TBS * ACC DP NOE OFD * HS AOSS RC PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM DVFP EIH SSD TA IPC SPS
Hogar Crea Las Marias,,Carretera 119 Km 26.1,Bo Maravilla Norte,Las Marias,PR,00670,787-827-3313,,,,,SA SUMH * HI RES HIT RL * PMAT * AUPC * NMOA * MHIV * CBT CMI RELP SACA * PVTN * STAG STMH STDH * FSA NP * PA * MN CJ * CMHA CSAA ISC OPC MHPA SSA PIEC * DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO VOC * HAV HBV * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM EIH MHS SSD TA IPC SPS
Hogar CREA Luquillo,,Calle 14 Hato Viejo Barriada Fortuna,,Luquillo,PR,00773,787-889-3300,787-734-8303,787-734-1767,,,SA * RES RL * BU * NAUT * BUM UB * BWON * ANG BIA CBT MOTI RELP SACA TRC * PVTN * STAG STMH STDH * FSA NP * PA * TAY MN SE VET MF CJ HV DV TRMA * CMHA CSAA OPC MHPA SSA PIEC * DAUT HIVT TBS * ACC DP NOE OFD * HS AOSS RC PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM DVFP EIH SSD TA IPC SPS
APS Clinics of Puerto Rico,APS Mayagues Ave,Office Park Building,Suite 406,Mayaguez,PR,00681,787-641-0773 x275,888-641-9133,787-641-0773,,,SA SUMH * OP OMB ORT * BU * ACMA * AUPC * BUM UB * BWN MMD NSC * ANG BIA CBT MOTI MXM RELP SACA TELE TRC * PVTP * STAG STMH STDH DEA * PI SF SI * CMHA CSAA ISC OPC MHPA STU SSA SMHD PIEC * DAUT * ACC DP NOE * RC PEER * TOD * SAE TCC ICO GCO FCO * SMOP * YAD ADLT * FEM MALE * AH SP * VAPP * MHS SPS
Hogar Crea Mayaguez,,Barrio Buena Vista,117 Calle Fortunet esq Gen Contreras,Mayaguez,PR,00680,787-805-1522,,,,,SA SUMH * HI RES HIT RL RS * PMAT * AUPC * NMOA * MHIV * CBT CMI RELP SACA * PVTN * STAG STMH STDH * FSA NP * PA * MN * CMHA CSAA ISC OPC MHPA SSA PIEC * DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO VOC * HAV HBV * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM EIH MHS SSD TA IPC SPS
Clinica Ambulatoria Orocovis,,Calle Hospital Numero 15,Clinica Ambulatoria Orocovis,Orocovis,PR,00720,787-520-7153,,,,,SA SUMH * OP OMB ORT * PSYH * BU NU * PMAT * AUPC * BUM UB MWS * BWN NXN MMD * ANG BIA CBT CMI MOTI MXM RELP SACA TELE * PVTN * STAG STMH STDH * FSA MC MD MI PI SF SAMF * PA * AD TAY WN PW MN SE GL CO HV XA DV TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * DAUT * ACC DP NOE * SHG HS AOSS PEER EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * CHLD ADLT * FEM MALE * AH SP * VAPN * CM MHS SSD TA IPC SPS
Centro Madre Dominga Casa Belen Inc,,3 Calle Castillo,,Ponce,PR,00730,787-290-3627,,787-844-3240,,,SA SUMH * OP OIT ORT * NAUT * NOOP * BIA CBT CRV MOTI MXM RELP SACA TELE TRC * PVTN * STAG STMH STDH FQHC * FSA NP * PA * WN PW SE GL VET CJ CO COPSU HV XA DV TRMA * CMHA CSAA ISC OPC STU SSA SMHD PIEC * BABA DAOF DAUT * ACC DP OFD * SHG HS AOSS PEER EMP * TGD TOD * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * FEM * SP * VAPN * CM DVFP MHS SSD TA
CTIAM Ponce,Centro de Tratamiento con Metadona,Carretera 14 Barrio Machuelos,Terrenos Hospital San Lucas 2,Ponce,PR,00732,787-840-6630,,,,,SA DT * OP OD OMB ORT * MU BU * NAUT * DB BUM OTP DM MM UB MWS * METH BWN BERI MHIV MHCV * ANG BIA CBT CMI CRV MOTI RELP SACA TELE * STG * STAG STMH STDH CARF FQHC SOTP DEA * FSA NP * PA * TAY WN PW MN SE GL CJ HV DV * CSAA OPC STU SSA SMHD * DAUT HIVT STDT TBS HCT * ACC DP NOE OFD * HS AOSS EMP * ODTX MDET * HAEC TAEC HEOH SAE TCC ICO GCO * SMON * YAD ADLT * FEM MALE * OUDO * AH SP * VAPN * CM CCC EIH SSD
Hogar Crea Sabana Grande,,Carretera 368 Km 3.8,Barrio Machuchal,Sabana Grande,PR,00637,787-873-7006,,,,,SA * HI RES HIT RL RS * PMAT * AUPC * NMOA * MHIV * CBT CMI RELP SACA * PVTN * STAG STMH STDH * FSA NP * PA * MN * CMHA CSAA ISC OPC MHPA SSA PIEC * DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO VOC * HAV HBV * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM EIH MHS SSD TA IPC SPS
Hogar Crea Inc Posada de la Esperanza,Centro de Madres Con Ninos,Carretera 848 Km 9 Esq Calle Urano,Urbanizacion Wonderville,Saint Just,PR,00978,787-761-2125,,,,,SA * RES RL * NAUT * NMOA * BIA CBT CMI RELP SACA TWFA * PVTN * STMH * NP * PA * TAY WN PW SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC SSA SMHD PIEC * DAUT * ACC DP NOE OFD * HS AOSS RC PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO MCO VOC * SMPD * YAD ADLT SNR * FEM * SP * VAPN * BC CM CCC EIH SSD TA IPC
Hogar Crea San German,,Carretera 318 Km 08,Barrio Maresua,San German,PR,00683,787-892-6640,,,,,SA SUMH * HI RES HIT RL * PMAT * AUPC * NMOA * MHIV * CBT CMI RELP SACA * PVTN * STAG STMH STDH * FSA NP * PA * MN * CMHA CSAA ISC OPC MHPA SSA PIEC * DAOF DAUT HIVT STDT TBS HBT HCT * ACC DP OFD * HS AOSS PEER EMP * TOD * HAEC HEOH SAE ICO GCO FCO VOC * HAV HBV * SMPD * YAD ADLT SNR * MALE * SP * VAPN * CM EIH MHS SSD TA IPC SPS
Casa La Providencia Inc,,200 C Norzagaray,,San Juan,PR,00902,787-725-5358,,787-721-5316,,,SA HH * RES RL * BU NU * RPE * NMAUT * UB MOA MWS * ACM DSF BWN NXN MHIV MHCV MMD NRT NSC * ANG BIA CBT CMI CRV MOTI MXM RELP SACA TELE TRC TWFA * PVTN * STAG STMH STDH * FSA NP * PA * WN * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * BABA DAUT HIVT STDT TBS MST HBT HCT * ACC DP NOE OFD * SHG HS AOSS RC PEER EMP * HAEC TAEC HEOH SAE TCC ICO GCO FCO MCO VOC * SMON * YAD ADLT SNR * FEM * SP * VAPN * ACU CM DVFP EIH MHS SSD TA IPC SPS
Centro de Tratamiento Residencial,Varones San Juan,"Calle Maga, Pabellon B",Bo Monacillos Frente Hosp Veterano,San Juan,PR,00922,787-274-1633,,,,,SA SUMH * RES RL * PC * NMAUT * MOA * MMD * ANG CBT CMI MOTI MXM RELP SACA TRC * STG * STAG STMH STDH * FSA SAMF * PA * TAY MN SE CJ CO TRMA * CMHA CSAA MHPA SSA SMHD PIEC * DAOF DAUT TBS * ACC DP NOE OFD * SHG HS AOSS PEER EMP * TOD * HAEC TAEC SAE TCC ICO GCO FCO MCO VOC * SMON * YAD ADLT SNR * MALE * AH SP * VAPN * ACU CM DVFP MHS SSD TA IPC
Clinica Ninos y Adol Mental Health,Hospital Pediatrico Antonio Ortiz,3er Piso Area C,"Bo Monacillo, Centro Medico",San Juan,PR,00918,787-777-3201 x7277,,,,,SA SUMH * OP ORT * GH * ACMA * AUPC * NOOP * MMD * ANG BIA CBT CMI CRV MOTI RELP SACA TELE TRC * STG * STMH * FSA MD PI SF SI SAMF * PA * AD GL XA TRMA * CMHA CSAA OPC MHPA STU SSA SMHD PIEC * DAUT * ACC DP OFD * AOSS PEER * SAE TCC ICO GCO VOC * SMON * YAD ADLT SNR * FEM MALE * AH SP * VAPN * CM MHS TA SPS
Hogar Crea Las Americas,,Calle Tnte Cesar Gonzalez,"Urbanizacion Villa Nevarez, Suite 1105",San Juan,PR,00927,787-250-8497,,,,,SA DT * RES RD RL * BU * RPE * NAUT * DB BUM MOA * BWON * ANG CBT CMI RELP SACA * PVTN * STAG STMH STDH HLA DEA * NP * PA * MN SE GL VET ADM MF CJ CO COPSU HV XA DV TRMA * CMHA CSAA OPC MHPA SSA SMHD PIEC * DAUT HIVT STDT TBS MST HCT * ACC DP NOE OFD * HS AOSS RC PEER EMP * TOD * ADTX BDTX CDTX MDTX ODTX MDET * HAEC HEOH SAE ICO GCO FCO MCO VOC * SMPD * YAD ADLT * FEM MALE * SP * VAPN * CM EIH SSD TA IPC
